PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
0.384343986370311,-0.199061581836475,0.254518364846203,-0.3879082758939,0.0377857358442024,-0.0365187996504918,0.11634473358634,0.747879918893378,-0.101905243263152,-0.0950496272891289,-0.0485879953898939
0.381664827875226,-0.115170699789764,0.266754212592141,-0.450812952955887,0.0608980854958396,-0.120834533764158,-0.0850704665721773,-0.531822017252059,0.116014916001997,0.22220589128175,-0.442110187674143
0.473311951338379,0.205638742669647,0.184461672397192,0.0306209257976867,0.00224900589691638,-0.0231743724200667,-0.0349390201245322,-0.139063772457182,0.0417135886910302,0.286372538997511,0.770632157697813
0.424085813769431,0.321052896061373,0.106796140790202,0.235056153124384,-0.0226985834367801,0.0210166494852212,-0.0050877508118515,-0.157338849746438,-0.0489321897175693,-0.780219028407616,-0.116383134978626
0.291043724680206,0.413146821487742,-0.00593317497019335,0.484547737697819,-0.055130382984819,0.0754754619994065,0.00134644876095137,0.252897073714985,-0.00734812461771283,0.492278163359047,-0.441242687395551
-0.0688409824134803,-0.344237952851978,0.514335041746193,0.281043031913055,0.0636410019525497,0.415278860778635,-0.305834007648051,-0.0851866174445718,-0.504561269494804,0.0366600805280554,-0.00338887271998329
-0.266257627939196,0.0458230891275276,0.606929778513135,0.163170577263061,0.0940794753771435,-0.0360070591789016,-0.0579758542793304,0.117860153579573,0.707331381853781,-0.0655212705843264,0.0028869713032522
-0.27728121267309,0.333580138955292,0.392199845343961,-0.0709551792753271,0.0998451949186177,-0.269194624634906,0.630576946504599,-0.103541638864844,-0.399411048950067,0.0513727137750494,-0.00572335327729279
0.0958700049310709,-0.404181220847138,0.0459161422251955,0.388896154962042,-0.184502660190784,-0.789362535278564,-0.0935424600286244,0.00215341202269626,-0.0905945278915846,-0.000904099939832338,0.000716098389763498
0.222531990922909,-0.477648014558339,-0.0730671111157229,0.268255432200427,-0.0800463243891006,0.310698641514399,0.688988303181836,-0.133511951873156,0.222099335156234,0.0149061032011238,-0.00322767433010119
-0.0824839856062052,0.0875918261128178,0.156281030321521,-0.146538895271064,-0.963319876818318,0.107445110975211,-0.000697350644518923,-0.00954292880838928,-0.00174798156987918,0.00148097847825718,-0.000465167064177898
